CPU,RAM,RAM_Type,GPU,Storage,Screen,Price,Brand
Intel Core i5-11400H,8GB,DDR4,RTX 4050,512GB,1080p,930,MSI
Intel Core i7-13620H,32GB,DDR5,RTX 2060,512GB,1080p,1430,MSI
Intel Core i7-11800H,8GB,DDR4,GTX 1050Ti,1TB,1080p,700,Lenovo
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 4080,1TB,4K,3650,Alienware
Intel Core i5-10300H,16GB,DDR4,GTX 1660,256GB,720p,600,HP
Intel Core i7-11800H,16GB,DDR4,RTX 2060,1TB,1440p,1030,Dell
Intel Core i9-12900H,32GB,DDR5,RTX 4080,2TB,1080p,2410,Razer
AMD Ryzen 3 3250U,16GB,DDR3,Integrated,128GB,1080p,440,HP
Intel Core i7-12700H,16GB,DDR5,GTX 1650,512GB,1080p,970,Gigabyte
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4050,1TB,1080p,1450,MSI
Intel Core i7-12700H,16GB,DDR5,RTX 2070,1TB,1440p,1420,Gigabyte
AMD Ryzen 3 3250U,8GB,DDR4,Integrated,256GB,720p,400,HP
Intel Core i7-11800H,16GB,DDR4,RTX 2060,512GB,1440p,1030,Lenovo
Intel Core i7-12700H,16GB,DDR5,GTX 1650,512GB,1080p,980,ASUS
Intel Core i7-12700H,64GB,DDR4,GTX 1660Ti,1TB,1440p,1730,Lenovo
Intel Core i7-13620H,16GB,DDR5,RTX 4060,512GB,1080p,1480,ASUS
Intel Core i7-11800H,16GB,DDR4,RTX 3080,512GB,1080p,1360,Gigabyte
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 4070,1TB,4K,3290,MSI
AMD Ryzen 3 5300U,32GB,DDR3,GTX 1660Ti,512GB,720p,650,Dell
Intel Core i9-12900H,16GB,DDR5,RTX 3050,512GB,1440p,1700,MSI
AMD Ryzen 9 7940HS,16GB,DDR4,RTX 4080,2TB,1440p,2070,ASUS
Intel Core i9-12900H,16GB,DDR5,RTX 4090,512GB,4K,3070,MSI
Intel Core i3-1005G1,8GB,DDR4,GTX 1650,256GB,1080p,550,HP
Intel Core i5-12500H,8GB,DDR5,Integrated,1TB,1080p,710,Acer
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1050Ti,256GB,1080p,710,HP
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1050Ti,512GB,1080p,790,Dell
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3050,512GB,1080p,1090,Dell
Intel Core i9-12900H,32GB,DDR4,RTX 4080,1TB,4K,2690,ASUS
Intel Core i5-11400H,16GB,DDR4,GTX 1650,512GB,720p,690,Dell
Intel Core i7-12700H,16GB,DDR4,RTX 2060,256GB,1440p,1340,MSI
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,512GB,1080p,510,Acer
Intel Core i9-13900H,32GB,DDR5,RTX 3070,2TB,1080p,2010,MSI
AMD Ryzen 9 7940HS,32GB,DDR4,RTX 3050Ti,1TB,4K,1810,Lenovo
AMD Ryzen 3 5300U,32GB,DDR4,RTX 3060,512GB,1080p,960,Dell
Intel Core i7-13620H,16GB,DDR5,RTX 3070,512GB,1080p,1500,ASUS
Intel Core i7-11800H,16GB,DDR4,RTX 4070,1TB,1440p,1510,Gigabyte
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3050,256GB,1080p,770,Lenovo
Intel Core i9-12900H,16GB,DDR5,RTX 4070,512GB,1440p,2290,MSI
Intel Core i3-1005G1,16GB,DDR4,Integrated,512GB,1080p,590,HP
AMD Ryzen 3 3250U,32GB,DDR4,RTX 4050,256GB,720p,870,Dell
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2070,256GB,1440p,1220,Dell
Intel Core i9-13900H,32GB,DDR4,RTX 3050,2TB,1080p,1370,MSI
AMD Ryzen 3 5300U,16GB,DDR4,RTX 2060,256GB,720p,620,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 2070,1TB,1440p,1460,Dell
Intel Core i9-12900H,16GB,DDR5,RTX 4070,1TB,1440p,2250,Alienware
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4090,1TB,1080p,2520,Alienware
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1660Ti,1TB,1080p,690,HP
Intel Core i3-1005G1,32GB,DDR4,RTX 2060,1TB,720p,730,HP
Intel Core i3-1005G1,16GB,DDR4,GTX 1660Ti,512GB,1080p,640,Acer
Intel Core i7-12700H,64GB,DDR4,RTX 2060,512GB,1440p,1440,Dell
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1650,256GB,1080p,670,HP
Intel Core i5-12500H,32GB,DDR5,GTX 1660,512GB,1080p,960,HP
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 2070,512GB,1440p,1850,MSI
Intel Core i5-11400H,8GB,DDR4,RTX 2070,512GB,720p,710,Gigabyte
Intel Core i7-13620H,32GB,DDR5,RTX 4060,256GB,1080p,1400,Dell
Intel Core i9-13900H,16GB,DDR5,RTX 4050,1TB,1080p,1310,Lenovo
AMD Ryzen 7 7730U,32GB,DDR5,RTX 3060,512GB,1080p,1370,ASUS
AMD Ryzen 5 5600H,16GB,DDR4,RTX 2070,256GB,1080p,970,ASUS
Intel Core i7-11800H,32GB,DDR4,RTX 3070,512GB,1440p,1630,MSI
AMD Ryzen 9 7940HS,16GB,DDR4,RTX 4090,2TB,4K,3120,MSI
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1650,512GB,1080p,730,Lenovo
Intel Core i9-12900H,64GB,DDR4,RTX 2060,512GB,4K,2240,Gigabyte
AMD Ryzen 7 7730U,32GB,DDR4,RTX 4050,256GB,1080p,1160,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 4070,1TB,1440p,2330,MSI
AMD Ryzen 3 5300U,8GB,DDR4,RTX 3060,1TB,1080p,910,Lenovo
Intel Core i5-11400H,8GB,DDR4,RTX 3060,256GB,720p,810,MSI
Intel Core i9-12900H,16GB,DDR4,RTX 2070,512GB,1080p,1000,Dell
Intel Core i9-12900H,16GB,DDR5,RTX 3080,512GB,4K,2420,ASUS
Intel Core i3-1005G1,8GB,DDR3,GTX 1050Ti,512GB,1080p,510,Dell
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3050Ti,1TB,1080p,1590,Gigabyte
Intel Core i9-11900H,32GB,DDR4,RTX 4090,1TB,1080p,2230,Razer
Intel Core i7-13620H,32GB,DDR5,RTX 2060,512GB,1440p,1710,Gigabyte
Intel Core i9-13900H,32GB,DDR5,RTX 4060,512GB,1440p,2050,Gigabyte
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 3050Ti,1TB,1080p,1400,MSI
Intel Core i9-11900H,32GB,DDR4,RTX 2070,512GB,4K,1900,ASUS
Intel Core i7-13620H,64GB,DDR4,RTX 4050,1TB,1080p,1600,ASUS
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 3060,512GB,4K,1780,ASUS
AMD Ryzen 5 5600H,32GB,DDR4,RTX 4050,1TB,1440p,1420,Dell
Intel Core i7-13620H,32GB,DDR5,GTX 1050Ti,512GB,1080p,1180,ASUS
Intel Core i5-10300H,16GB,DDR4,RTX 2060,512GB,1080p,790,Acer
Intel Core i7-13620H,32GB,DDR5,RTX 2070,256GB,1080p,1170,Dell
AMD Ryzen 3 5300U,8GB,DDR3,RTX 3050,256GB,1080p,600,Dell
Intel Core i5-12500H,8GB,DDR4,RTX 2060,512GB,1080p,780,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 2060,512GB,1440p,1560,MSI
AMD Ryzen 7 5800H,32GB,DDR5,RTX 2070,512GB,1080p,1300,ASUS
Intel Core i5-11400H,16GB,DDR4,GTX 1660Ti,256GB,1080p,650,Acer
AMD Ryzen 7 5800H,16GB,DDR5,RTX 4050,512GB,1080p,1380,MSI
AMD Ryzen 7 7730U,32GB,DDR5,RTX 2060,512GB,1080p,1360,MSI
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4080,2TB,1080p,2230,Razer
AMD Ryzen 7 7730U,16GB,DDR4,GTX 1660,512GB,1440p,1020,Gigabyte
Intel Core i5-11400H,16GB,DDR4,RTX 4050,256GB,1080p,820,Lenovo
Intel Core i5-10300H,8GB,DDR4,RTX 3050Ti,256GB,1080p,890,MSI
Intel Core i9-11900H,16GB,DDR4,RTX 3050Ti,512GB,4K,1650,ASUS
Intel Core i3-1115G4,4GB,DDR4,GTX 1650,256GB,1080p,600,Dell
Intel Core i9-12900H,64GB,DDR5,RTX 3070,512GB,1080p,1980,ASUS
Intel Core i3-1005G1,8GB,DDR3,GTX 1050Ti,512GB,720p,400,Lenovo
AMD Ryzen 5 5500U,8GB,DDR4,RTX 3050Ti,256GB,1080p,860,Gigabyte
Intel Core i5-10300H,8GB,DDR3,GTX 1660,256GB,720p,440,HP
Intel Core i9-11900H,16GB,DDR3,RTX 4080,1TB,1440p,2040,Razer
AMD Ryzen 3 5300U,8GB,DDR3,GTX 1050Ti,512GB,1080p,470,HP
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4070,512GB,1080p,1850,ASUS
Intel Core i5-11400H,4GB,DDR4,Integrated,256GB,1080p,530,Dell
Intel Core i5-10300H,8GB,DDR4,Integrated,256GB,1080p,490,HP
Intel Core i9-12900H,64GB,DDR5,RTX 4060,512GB,1080p,2040,MSI
Intel Core i9-11900H,32GB,DDR4,RTX 4050,512GB,4K,2010,MSI
AMD Ryzen 7 5800H,32GB,DDR4,RTX 2070,256GB,1080p,1140,Dell
AMD Ryzen 5 5500U,8GB,DDR4,RTX 2060,512GB,1080p,770,Lenovo
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 4080,1TB,1080p,2090,MSI
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 3070,2TB,1440p,2000,Lenovo
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3050,512GB,1080p,1040,Lenovo
AMD Ryzen 3 3250U,8GB,DDR4,Integrated,512GB,1080p,490,HP
Intel Core i7-11800H,16GB,DDR3,RTX 3050,256GB,1080p,780,MSI
Intel Core i7-11800H,16GB,DDR4,RTX 3050Ti,256GB,1080p,920,Gigabyte
Intel Core i9-12900H,32GB,DDR5,RTX 4050,1TB,1440p,1860,Lenovo
Intel Core i9-11900H,32GB,DDR3,RTX 2060,512GB,4K,1230,Dell
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1660,512GB,1080p,770,Lenovo
Intel Core i3-1115G4,16GB,DDR3,RTX 2060,256GB,720p,480,HP
Intel Core i5-12500H,8GB,DDR4,GTX 1650,256GB,1080p,620,Lenovo
Intel Core i7-11800H,16GB,DDR4,GTX 1660Ti,512GB,1080p,910,Gigabyte
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 2070,512GB,4K,2630,ASUS
Intel Core i7-11800H,64GB,DDR4,RTX 4060,1TB,1080p,1640,Gigabyte
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 2070,2TB,1440p,2210,Dell
AMD Ryzen 7 7730U,32GB,DDR4,RTX 3060,512GB,1080p,1130,Gigabyte
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1650,256GB,720p,440,Acer
Intel Core i3-1115G4,8GB,DDR4,Integrated,128GB,1080p,460,Lenovo
Intel Core i5-11400H,16GB,DDR3,RTX 2060,256GB,1080p,630,Dell
Intel Core i7-11800H,8GB,DDR3,GTX 1660,1TB,1440p,950,ASUS
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3050,512GB,1080p,1060,Gigabyte
Intel Core i5-11400H,32GB,DDR4,RTX 3050,512GB,1080p,870,HP
Intel Core i7-12700H,16GB,DDR4,GTX 1050Ti,1TB,1080p,880,Lenovo
AMD Ryzen 5 5500U,32GB,DDR4,GTX 1660Ti,512GB,1080p,950,Dell
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 2060,1TB,1440p,1960,Gigabyte
Intel Core i3-1005G1,32GB,DDR4,RTX 2070,1TB,720p,880,Dell
AMD Ryzen 5 5600H,16GB,DDR4,Integrated,512GB,1080p,630,HP
Intel Core i7-13620H,16GB,DDR5,RTX 3050Ti,256GB,1440p,1490,Gigabyte
Intel Core i5-12500H,16GB,DDR4,RTX 2060,512GB,1080p,830,Lenovo
Intel Core i3-1005G1,8GB,DDR4,GTX 1660,512GB,720p,500,HP
AMD Ryzen 5 5600H,16GB,DDR3,RTX 3050Ti,512GB,1080p,820,MSI
Intel Core i5-10300H,16GB,DDR4,GTX 1660,256GB,720p,620,Lenovo
Intel Core i9-12900H,32GB,DDR4,RTX 3080,1TB,1080p,2030,Alienware
Intel Core i7-11800H,8GB,DDR4,GTX 1660,512GB,1080p,770,Dell
Intel Core i5-11400H,32GB,DDR4,RTX 4050,256GB,1080p,1050,Lenovo
Intel Core i5-12500H,16GB,DDR5,RTX 4050,512GB,1080p,1210,MSI
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3050Ti,256GB,1080p,1740,ASUS
AMD Ryzen 5 5600H,32GB,DDR3,RTX 3050Ti,512GB,1080p,840,Dell
AMD Ryzen 3 3250U,4GB,DDR4,GTX 1660,128GB,1080p,500,Acer
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4090,1TB,1440p,2770,ASUS
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3050Ti,512GB,1080p,1370,Gigabyte
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1660Ti,512GB,1440p,1140,MSI
Intel Core i5-10300H,8GB,DDR4,RTX 3050Ti,1TB,1080p,890,MSI
Intel Core i3-1005G1,16GB,DDR4,GTX 1660,512GB,1080p,730,Lenovo
Intel Core i7-13620H,32GB,DDR5,RTX 3050Ti,1TB,1080p,1390,ASUS
Intel Core i3-1115G4,4GB,DDR3,GTX 1660,256GB,1080p,480,Acer
Intel Core i7-12700H,32GB,DDR4,RTX 3050Ti,1TB,1440p,1400,Lenovo
Intel Core i9-13900H,64GB,DDR4,RTX 4080,1TB,1080p,2530,Razer
AMD Ryzen 5 5600H,8GB,DDR4,Integrated,512GB,1080p,540,Dell
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1660Ti,512GB,1080p,750,HP
AMD Ryzen 7 7730U,32GB,DDR5,RTX 4050,512GB,1080p,1380,ASUS
Intel Core i3-1115G4,32GB,DDR3,RTX 4050,512GB,1080p,900,ASUS
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1050Ti,512GB,1080p,920,Lenovo
AMD Ryzen 3 3250U,16GB,DDR4,RTX 2060,1TB,720p,660,HP
AMD Ryzen 7 7730U,32GB,DDR5,GTX 1660,512GB,1080p,1070,Dell
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3050,512GB,1440p,1230,Gigabyte
Intel Core i7-13620H,16GB,DDR5,GTX 1660,1TB,1440p,1540,MSI
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3050,512GB,1080p,920,Lenovo
AMD Ryzen 7 5800H,32GB,DDR5,RTX 3050,256GB,1080p,1330,ASUS
Intel Core i3-1115G4,32GB,DDR4,RTX 3050Ti,512GB,1080p,960,Lenovo
AMD Ryzen 3 3250U,32GB,DDR4,RTX 2060,1TB,1080p,830,Acer
Intel Core i5-11400H,16GB,DDR3,RTX 2060,1TB,720p,590,Acer
Intel Core i3-1005G1,8GB,DDR4,GTX 1660Ti,512GB,1080p,670,Lenovo
AMD Ryzen 3 3250U,32GB,DDR4,RTX 3050,512GB,1080p,830,Acer
AMD Ryzen 3 5300U,32GB,DDR3,RTX 4050,512GB,720p,750,Lenovo
AMD Ryzen 7 5800H,16GB,DDR5,GTX 1660Ti,512GB,1080p,1090,Dell
Intel Core i7-11800H,16GB,DDR4,RTX 4060,256GB,1080p,1170,ASUS
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 2060,1TB,1080p,1650,MSI
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 4070,1TB,1440p,2370,Alienware
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4090,512GB,4K,2620,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3070,512GB,1080p,1270,Lenovo
Intel Core i9-13900H,64GB,DDR5,RTX 3060,1TB,1440p,2220,ASUS
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1050Ti,128GB,1080p,530,Lenovo
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2060,1TB,1080p,1400,MSI
Intel Core i9-13900H,64GB,DDR5,RTX 4060,2TB,4K,3190,Gigabyte
Intel Core i9-13900H,64GB,DDR5,RTX 3070,512GB,1440p,2250,Lenovo
Intel Core i7-11800H,16GB,DDR4,GTX 1650,1TB,1440p,1050,Dell
AMD Ryzen 7 7730U,32GB,DDR4,RTX 4070,2TB,1080p,1580,Dell
AMD Ryzen 7 5800H,16GB,DDR5,GTX 1650,512GB,1080p,1180,MSI
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3060,1TB,1080p,1000,MSI
Intel Core i7-11800H,16GB,DDR4,RTX 2070,512GB,1080p,1020,Gigabyte
Intel Core i5-11400H,8GB,DDR3,GTX 1660,256GB,720p,490,Lenovo
Intel Core i3-1115G4,32GB,DDR4,RTX 3050,512GB,1080p,740,Acer
Intel Core i9-13900H,32GB,DDR5,RTX 2070,512GB,1440p,1870,MSI
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1660,1TB,1080p,850,Dell
Intel Core i5-11400H,8GB,DDR4,RTX 3050Ti,512GB,1080p,830,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 4060,2TB,1440p,1650,Lenovo
Intel Core i7-11800H,64GB,DDR4,RTX 3080,1TB,1440p,2190,Gigabyte
AMD Ryzen 3 3250U,8GB,DDR4,RTX 2060,1TB,1080p,650,Acer
Intel Core i3-1115G4,4GB,DDR3,GTX 1660,128GB,720p,400,Lenovo
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 4070,512GB,1080p,2310,Razer
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4050,2TB,1080p,1690,ASUS
Intel Core i9-13900H,16GB,DDR5,RTX 2070,1TB,1440p,1770,Gigabyte
Intel Core i3-1115G4,8GB,DDR4,GTX 1050Ti,128GB,720p,410,Acer
Intel Core i7-11800H,32GB,DDR4,RTX 3070,256GB,1080p,1170,Dell
Intel Core i5-12500H,8GB,DDR4,GTX 1650,256GB,1440p,770,Dell
Intel Core i9-12900H,64GB,DDR4,RTX 3050,1TB,1080p,1490,Gigabyte
Intel Core i5-11400H,8GB,DDR3,GTX 1660,256GB,720p,430,HP
Intel Core i7-13620H,16GB,DDR5,RTX 3060,512GB,1080p,1140,Dell
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1660Ti,256GB,1080p,670,Acer
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,512GB,720p,570,Acer
Intel Core i7-13620H,32GB,DDR4,RTX 3050,1TB,1440p,1530,ASUS
Intel Core i7-12700H,32GB,DDR4,GTX 1660Ti,512GB,1080p,1160,Gigabyte
Intel Core i9-13900H,32GB,DDR5,RTX 4070,512GB,1440p,2570,Alienware
AMD Ryzen 3 5300U,16GB,DDR4,RTX 2070,256GB,1080p,810,Lenovo
Intel Core i7-13620H,64GB,DDR5,RTX 2070,512GB,1080p,1780,Gigabyte
Intel Core i7-12700H,16GB,DDR5,RTX 3050,512GB,1080p,1230,MSI
Intel Core i3-1005G1,16GB,DDR4,RTX 3050Ti,512GB,1080p,900,MSI
Intel Core i3-1115G4,16GB,DDR3,RTX 4050,512GB,1080p,820,MSI
AMD Ryzen 5 5600H,32GB,DDR4,Integrated,512GB,1080p,860,Dell
Intel Core i7-12700H,16GB,DDR4,GTX 1660Ti,1TB,1080p,1070,ASUS
Intel Core i7-13620H,16GB,DDR5,RTX 4060,512GB,1080p,1390,Gigabyte
Intel Core i7-11800H,32GB,DDR4,RTX 4050,256GB,1080p,1320,MSI
Intel Core i9-13900H,16GB,DDR4,RTX 2060,1TB,1440p,1310,ASUS
Intel Core i7-11800H,16GB,DDR4,GTX 1660,1TB,1080p,860,Dell
Intel Core i7-12700H,32GB,DDR4,GTX 1660Ti,1TB,1080p,1060,ASUS
Intel Core i9-12900H,32GB,DDR4,RTX 3080,1TB,1440p,1850,MSI
Intel Core i9-12900H,64GB,DDR4,RTX 4050,1TB,1440p,1880,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 3050,512GB,1440p,1280,Lenovo
Intel Core i5-12500H,8GB,DDR4,GTX 1660Ti,512GB,1080p,690,HP
Intel Core i5-10300H,8GB,DDR4,RTX 4050,512GB,1080p,1020,MSI
Intel Core i7-13620H,32GB,DDR5,RTX 4070,1TB,1080p,1940,ASUS
Intel Core i3-1005G1,8GB,DDR4,GTX 1660,256GB,1080p,670,Dell
AMD Ryzen 5 5500U,16GB,DDR3,RTX 3050Ti,512GB,1080p,670,Lenovo
Intel Core i3-1115G4,16GB,DDR4,Integrated,256GB,1080p,540,Dell
AMD Ryzen 7 7730U,32GB,DDR5,RTX 3060,512GB,1440p,1440,Dell
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 3060,1TB,1440p,1530,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1660Ti,256GB,1080p,740,HP
Intel Core i5-11400H,8GB,DDR3,GTX 1050Ti,128GB,1080p,540,Lenovo
Intel Core i3-1005G1,4GB,DDR3,GTX 1050Ti,128GB,720p,400,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 3060,512GB,1080p,1390,ASUS
AMD Ryzen 3 5300U,8GB,DDR4,RTX 4050,1TB,720p,740,ASUS
Intel Core i5-11400H,32GB,DDR4,RTX 4050,512GB,1080p,1040,Dell
Intel Core i7-11800H,8GB,DDR4,GTX 1650,512GB,1080p,820,ASUS
Intel Core i7-12700H,16GB,DDR4,GTX 1050Ti,1TB,1080p,780,Lenovo
Intel Core i7-12700H,32GB,DDR5,RTX 3050,256GB,1080p,1260,Lenovo
Intel Core i9-13900H,32GB,DDR5,RTX 3080,1TB,4K,2550,ASUS
Intel Core i9-12900H,16GB,DDR5,RTX 3050,1TB,4K,1690,Lenovo
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 4050,1TB,4K,2070,MSI
AMD Ryzen 7 5800H,32GB,DDR5,GTX 1660Ti,256GB,1080p,1180,Dell
AMD Ryzen 7 5800H,32GB,DDR4,GTX 1660,512GB,1080p,1150,Gigabyte
AMD Ryzen 7 7730U,16GB,DDR4,RTX 4050,1TB,1440p,1300,ASUS
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1050Ti,256GB,1080p,670,HP
Intel Core i9-12900H,32GB,DDR5,RTX 3070,2TB,4K,2260,Dell
AMD Ryzen 3 3250U,32GB,DDR3,RTX 3050,256GB,720p,530,Acer
Intel Core i7-11800H,16GB,DDR4,RTX 4050,256GB,1080p,1120,Gigabyte
Intel Core i7-13620H,64GB,DDR5,RTX 3050,512GB,1080p,1520,Dell
Intel Core i7-13620H,16GB,DDR5,GTX 1660Ti,512GB,1080p,1160,MSI
Intel Core i3-1115G4,16GB,DDR4,RTX 3050,256GB,1080p,710,Dell
Intel Core i5-10300H,8GB,DDR4,RTX 3050Ti,1TB,1080p,960,Gigabyte
Intel Core i5-11400H,4GB,DDR4,Integrated,256GB,1080p,510,HP
AMD Ryzen 3 5300U,8GB,DDR4,RTX 3060,512GB,1080p,840,MSI
Intel Core i3-1005G1,8GB,DDR4,GTX 1650,256GB,720p,470,Acer
AMD Ryzen 3 5300U,8GB,DDR4,RTX 2070,512GB,1080p,900,ASUS
Intel Core i5-12500H,8GB,DDR4,Integrated,256GB,1440p,630,Acer
Intel Core i5-11400H,16GB,DDR4,RTX 4050,512GB,1080p,880,Lenovo
AMD Ryzen 7 7730U,64GB,DDR5,GTX 1050Ti,1TB,1440p,1800,Gigabyte
Intel Core i7-12700H,64GB,DDR4,RTX 2070,256GB,1080p,1330,Gigabyte
Intel Core i7-11800H,8GB,DDR4,GTX 1660,1TB,1440p,1080,Gigabyte
Intel Core i5-12500H,32GB,DDR4,RTX 3050Ti,512GB,1440p,1120,Lenovo
Intel Core i5-11400H,16GB,DDR4,GTX 1050Ti,256GB,1080p,590,Acer
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 3050Ti,512GB,1080p,1610,Gigabyte
AMD Ryzen 7 5800H,32GB,DDR4,RTX 4070,512GB,4K,1740,Lenovo
Intel Core i5-11400H,8GB,DDR4,GTX 1660Ti,512GB,1080p,700,HP
Intel Core i7-12700H,16GB,DDR4,RTX 2060,256GB,1080p,830,Lenovo
Intel Core i3-1115G4,16GB,DDR3,GTX 1650,256GB,720p,530,Dell
AMD Ryzen 5 5600H,16GB,DDR3,RTX 2060,512GB,1440p,810,HP
Intel Core i7-12700H,32GB,DDR4,RTX 3050,256GB,1080p,1050,Dell
Intel Core i3-1115G4,16GB,DDR4,RTX 4050,512GB,720p,910,MSI
Intel Core i9-13900H,16GB,DDR4,RTX 2060,512GB,1440p,1210,Lenovo
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3070,512GB,1080p,1440,MSI
Intel Core i7-13620H,16GB,DDR5,RTX 2060,512GB,1080p,1030,Dell
AMD Ryzen 7 7730U,32GB,DDR5,RTX 2070,256GB,1440p,1480,Dell
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050,256GB,1080p,540,Acer
Intel Core i9-11900H,32GB,DDR4,RTX 4060,2TB,1080p,1370,Gigabyte
AMD Ryzen 5 5500U,8GB,DDR3,RTX 3050,512GB,720p,540,Acer
Intel Core i7-13620H,32GB,DDR5,GTX 1660Ti,256GB,1440p,1580,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 4060,256GB,1440p,1670,MSI
AMD Ryzen 7 5800H,16GB,DDR5,GTX 1660,512GB,1080p,1010,Lenovo
AMD Ryzen 7 5800H,16GB,DDR5,RTX 4070,1TB,1080p,1440,Lenovo
AMD Ryzen 5 5500U,32GB,DDR3,RTX 2070,512GB,720p,660,Lenovo
Intel Core i7-11800H,16GB,DDR4,RTX 3080,1TB,1440p,1610,Gigabyte
Intel Core i9-11900H,32GB,DDR4,RTX 3070,1TB,1440p,1650,MSI
Intel Core i9-13900H,16GB,DDR4,RTX 4060,1TB,1440p,1660,MSI
Intel Core i9-12900H,64GB,DDR4,RTX 3050,1TB,1440p,1820,ASUS
Intel Core i7-13620H,64GB,DDR5,RTX 2070,512GB,1080p,1900,MSI
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050,256GB,1440p,820,Acer
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4080,1TB,1080p,2420,Razer
Intel Core i7-13620H,16GB,DDR5,RTX 3050,512GB,1440p,1260,Dell
Intel Core i9-12900H,32GB,DDR5,RTX 2060,1TB,1440p,1580,Dell
AMD Ryzen 3 3250U,4GB,DDR4,GTX 1050Ti,256GB,1080p,510,Dell
Intel Core i7-13620H,16GB,DDR5,RTX 2060,256GB,1080p,1060,Dell
AMD Ryzen 3 3250U,16GB,DDR4,RTX 4050,512GB,1080p,830,Dell
Intel Core i5-10300H,16GB,DDR4,RTX 2060,256GB,1080p,680,Acer
Intel Core i5-12500H,8GB,DDR4,RTX 2060,256GB,1440p,960,HP
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3050Ti,512GB,1080p,930,Dell
Intel Core i9-12900H,64GB,DDR5,RTX 3080,2TB,1080p,2870,Alienware
AMD Ryzen 5 5500U,4GB,DDR4,GTX 1650,256GB,1080p,630,HP
Intel Core i7-12700H,16GB,DDR4,GTX 1660,512GB,1080p,1020,MSI
AMD Ryzen 7 5800H,32GB,DDR5,GTX 1660,1TB,1440p,1440,Dell
AMD Ryzen 7 7730U,64GB,DDR4,RTX 2070,1TB,1080p,1530,ASUS
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3070,1TB,1440p,2010,Dell
